"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Bag - single use",4,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Bag Pieces*",2,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Balloons",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Beverage Bottles",1,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Chip Bags",1,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Cigar Tips",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Cigarette Butts",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Cigarette - Electronic",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Container Cap/Pieces",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Cups",1,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Foam Cups",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Foam Food Containers",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Foam Other Containers",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",2,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Foam Plate",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Hard Plastic Container",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Hard Plastic Pieces",1,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Lid",2,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Lighters",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Pens/Markers",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Plastic 6-Pack Holder",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Plastic Bottles",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Plastic Pipe",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Plastic Straw Wrapper",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Plates",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Single Use Container",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Soft Plastic Pieces*",5,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Straw/Stirrer",3,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Tarp",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Tobacco Wrapper/Pieces",0,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Wrapper/Wrapper Pieces*",7,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Plastic Other (describe)            1  of 2 in creek",2,"5.0","44499.0","Plastic","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Natural (Cotton, Wool)",0,"5.0","44499.0","Fabric and Cloth","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Shoes",0,"5.0","44499.0","Fabric and Cloth","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Synthetic Fabric",1,"5.0","44499.0","Fabric and Cloth","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Tent/Sleeping bag",0,"5.0","44499.0","Fabric and Cloth","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Fabric Other (describe)            1 of 1 in creek",1,"5.0","44499.0","Fabric and Cloth","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Furniture/Appliances",0,"5.0","44499.0","Large Items","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Garbage Bags of Trash",0,"5.0","44499.0","Large Items","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Shopping Carts",0,"5.0","44499.0","Large Items","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Tires",0,"5.0","44499.0","Large Items","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Large Other  (describe)",0,"5.0","44499.0","Large Items","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Food Waste",0,"5.0","44499.0","Biodegradable","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Paper/ cardboard",0,"5.0","44499.0","Biodegradable","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Yard Waste/Leaf piles*",0,"5.0","44499.0","Biodegradable","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Biodegradable Other (describe)",0,"5.0","44499.0","Biodegradable","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Condoms",0,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Dead Animals",0,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Human Waste/Diapers/TP",0,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Medical waste",1,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Pet Waste",0,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Biohazard Other",0,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"PPO-Latex Gloves",0,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"PPO-Face Masks",0,"5.0","44499.0","Biohazard","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Bricks",0,"5.0","44499.0","Construction","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Concrete/Asphalt",0,"5.0","44499.0","Construction","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Fabricated Wood",0,"5.0","44499.0","Construction","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Rebar",0,"5.0","44499.0","Construction","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Construction Other (describe)",1,"5.0","44499.0","Construction","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Glass Bottles",0,"5.0","44499.0","Glass","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Glass Pieces*",0,"5.0","44499.0","Glass","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Glass Other (describe)",0,"5.0","44499.0","Glass","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Aluminum Foil pieces*",2,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Aluminum or Steel Cans",1,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Auto Parts",0,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Batteries - Akaline",0,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Batteries - Lithium",0,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Metal Bottle Caps",1,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Metal Pipe/Bar Segments",0,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Nails, Screws, Bolts, etc.",0,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Spray Paint Cans",0,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Wire (barb, chicken, etc.)",0,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Metal Other (describe)",1,"5.0","44499.0","Metal","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Ceramic Pots/Shards",0,"5.0","44499.0","Miscellaneous","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"E-waste",0,"5.0","44499.0","Miscellaneous","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
"Foam rubber",0,"5.0","44499.0","Miscellaneous","Site 5_10-30-2021/Data for Site #5-relocated 10_30_21.xlsx"
