"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Bag - single use",1,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Bag Pieces*",1,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Balloons",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Beverage Bottles",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Chip Bags",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Cigar Tips",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Cigarette Butts",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Cigarette - Electronic",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Container Cap/Pieces",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Cups",3,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Foam Cups",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Foam Food Containers",1,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Foam Other Containers",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Foam Plate",1,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Hard Plastic Container",1,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Hard Plastic Pieces",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Lid",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Lighters",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Pens/Markers",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Plastic 6-Pack Holder",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Plastic Bottles",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Plastic Pipe",1,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Plastic Straw Wrapper",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Plates",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Single Use Container",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Soft Plastic Pieces*",2,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
