"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Bag - single use",1,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Bag Pieces*",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Balloons",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Beverage Bottles",5,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Chip Bags",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Cigar Tips",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Cigarette Butts",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Cigarette - Electronic",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Container Cap/Pieces",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Cups",1,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Foam Cups",1,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Foam Food Containers",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Foam Other Containers",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",2,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Foam Plate",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Hard Plastic Container",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Hard Plastic Pieces",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Lid",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Lighters",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Pens/Markers",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Plastic 6-Pack Holder",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Plastic Bottles",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Plastic Pipe",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Plastic Straw Wrapper",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Plates",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Single Use Container",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Soft Plastic Pieces*",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Straw/Stirrer",1,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Tarp",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Tobacco Wrapper/Pieces",0,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Wrapper/Wrapper Pieces*",9,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Plastic Other (describe)",1,"13.0","44538.0","Plastic","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Natural (Cotton, Wool)",2,"13.0","44538.0","Fabric and Cloth","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Shoes",0,"13.0","44538.0","Fabric and Cloth","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Synthetic Fabric",0,"13.0","44538.0","Fabric and Cloth","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Tent/Sleeping bag",0,"13.0","44538.0","Fabric and Cloth","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Fabric Other (describe)",5,"13.0","44538.0","Fabric and Cloth","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Furniture/Appliances",0,"13.0","44538.0","Large Items","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Garbage Bags of Trash",0,"13.0","44538.0","Large Items","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Shopping Carts",0,"13.0","44538.0","Large Items","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Tires",0,"13.0","44538.0","Large Items","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Large Other  (describe)",0,"13.0","44538.0","Large Items","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Food Waste",0,"13.0","44538.0","Biodegradable","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Paper/ cardboard",1,"13.0","44538.0","Biodegradable","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Yard Waste/Leaf piles*",0,"13.0","44538.0","Biodegradable","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Biodegradable Other (describe)",0,"13.0","44538.0","Biodegradable","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Condoms",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Dead Animals",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Human Waste/Diapers/TP",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Medical waste",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Pet Waste",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Biohazard Other",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"PPO-Latex Gloves",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"PPO-Face Masks",0,"13.0","44538.0","Biohazard","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Bricks",0,"13.0","44538.0","Construction","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Concrete/Asphalt",0,"13.0","44538.0","Construction","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Fabricated Wood",0,"13.0","44538.0","Construction","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Rebar",0,"13.0","44538.0","Construction","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Construction Other (describe)",0,"13.0","44538.0","Construction","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Glass Bottles",0,"13.0","44538.0","Glass","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Glass Pieces*",0,"13.0","44538.0","Glass","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Glass Other (describe)",0,"13.0","44538.0","Glass","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Aluminum Foil pieces*",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Aluminum or Steel Cans",3,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Auto Parts",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
