"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Bag - single use",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Bag Pieces*",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Balloons",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Beverage Bottles",2,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Chip Bags",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Cigar Tips",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Cigarette Butts",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Cigarette - Electronic",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Container Cap/Pieces",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Cups",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Foam Cups",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Foam Food Containers",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Foam Other Containers",1,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Foam Plate",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Hard Plastic Container",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Hard Plastic Pieces",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Lid",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Lighters",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Pens/Markers",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Plastic 6-Pack Holder",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Plastic Bottles",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Plastic Pipe",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Plastic Straw Wrapper",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Plates",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Single Use Container",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Soft Plastic Pieces*",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Straw/Stirrer",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Tarp",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Tobacco Wrapper/Pieces",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Wrapper/Wrapper Pieces*",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Plastic Other (describe)",0,"33.0","44513.0","Plastic","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Natural (Cotton, Wool)",0,"33.0","44513.0","Fabric and Cloth","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Shoes",0,"33.0","44513.0","Fabric and Cloth","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Synthetic Fabric",0,"33.0","44513.0","Fabric and Cloth","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Tent/Sleeping bag",0,"33.0","44513.0","Fabric and Cloth","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Fabric Other (describe)",1,"33.0","44513.0","Fabric and Cloth","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"towel",0,"33.0","44513.0",NA,"Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Furniture/Appliances",0,"33.0","44513.0","Large Items","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Garbage Bags of Trash",0,"33.0","44513.0","Large Items","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Shopping Carts",0,"33.0","44513.0","Large Items","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Tires",0,"33.0","44513.0","Large Items","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Large Other  (describe)",0,"33.0","44513.0","Large Items","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Food Waste",0,"33.0","44513.0","Biodegradable","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Paper/ cardboard",0,"33.0","44513.0","Biodegradable","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Yard Waste/Leaf piles*",0,"33.0","44513.0","Biodegradable","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Biodegradable Other (describe)",0,"33.0","44513.0","Biodegradable","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Condoms",0,"33.0","44513.0","Biohazard","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Dead Animals",0,"33.0","44513.0","Biohazard","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Human Waste/Diapers/TP",0,"33.0","44513.0","Biohazard","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
"Medical waste",0,"33.0","44513.0","Biohazard","Site 33_11-13-2021/Data for Site #33 11-13-21.xlsx"
