"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Bag - single use",8,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Bag Pieces*",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Balloons",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Beverage Bottles",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Chip Bags",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Cigar Tips",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Cigarette Butts",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Cigarette - Electronic",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Container Cap/Pieces",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Cups",5,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Foam Cups",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Foam Food Containers",1,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Foam Other Containers",1,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Foam Plate",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Hard Plastic Container",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Hard Plastic Pieces",2,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Lid",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Lighters",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Pens/Markers",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Plastic 6-Pack Holder",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Plastic Bottles",1,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Plastic Pipe",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Plastic Straw Wrapper",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Plates",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Single Use Container",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Soft Plastic Pieces*",1,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Straw/Stirrer",3,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Tarp",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Tobacco Wrapper/Pieces",12,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Wrapper/Wrapper Pieces*",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Plastic Other (describe)",6,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Natural (Cotton, Wool)",0,"16.0","44485.0","Fabric and Cloth","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Shoes",0,"16.0","44485.0","Fabric and Cloth","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Synthetic Fabric",0,"16.0","44485.0","Fabric and Cloth","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Tent/Sleeping bag",0,"16.0","44485.0","Fabric and Cloth","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Fabric Other (describe)",0,"16.0","44485.0","Fabric and Cloth","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Furniture/Appliances",0,"16.0","44485.0","Large Items","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Garbage Bags of Trash",0,"16.0","44485.0","Large Items","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
"Shopping Carts",0,"16.0","44485.0","Large Items","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx"
