"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Bag - single use",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Bag Pieces*",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Balloons",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Beverage Bottles",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Chip Bags",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Cigar Tips",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Cigarette Butts",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Cigarette - Electronic",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Container Cap/Pieces",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Cups",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Foam Cups",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Foam Food Containers",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Foam Other Containers",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Foam Plate",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Hard Plastic Container",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Hard Plastic Pieces",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Lid",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
"Lighters",0,"27.0","44513.0","Plastic","Site 27_11-13-2021/Data for Site #27 11-13-21.xlsx"
