"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Bag - single use",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Bag Pieces*",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Balloons",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Beverage Bottles",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Chip Bags",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Cigar Tips",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Cigarette Butts",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Cigarette - Electronic",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Container Cap/Pieces",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Cups",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Foam Cups",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Foam Food Containers",1,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Foam Other Containers",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Foam Plate",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Hard Plastic Container",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Hard Plastic Pieces",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Lid",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Lighters",0,"54.0","44513.0","Plastic","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
