"item","count","station_id_tally","date_tally","material","filename"
"Bag - reusable",2,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Bag - single use",6,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Bag Pieces*",1,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Balloons",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Beverage Bottles",1,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Chip Bags",1,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Cigar Tips",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Cigarette Butts",8,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Cigarette - Electronic",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Container Cap/Pieces",1,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Cups",1,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Foam Cups",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Foam Food Containers",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Foam Other Containers",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Foam Pieces/Balls/Pellets/Peanuts*",148.290577228181,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Foam Plate",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Hard Plastic Container",10,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Hard Plastic Pieces",5,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Lid",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Lighters",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Pens/Markers",1,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Plastic 6-Pack Holder",0,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
"Plastic Bottles",2,"19.0","44492.0","Plastic","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx"
